junction_id,latitude,longitude,reachable_nodes,average_distance,maximum_distance
3203261039,7.192161,80.038313,4117,120131.33,368637.29
638945897,7.224855,80.024772,4117,120082.27,364561.44
6509381797,7.22453,80.01962,4117,119945.99,363985.34
3645537814,7.226464,80.051678,4117,120223.37,367614.15
638969225,7.101397,79.910225,4117,120952.09,366354.91
4231244463,7.101691,79.910307,4117,120953.4,366321.17
638973604,7.123232,79.923577,4117,120642.27,363739.13
638973609,7.123496,79.924529,4117,120632.0,363848.61
3784064218,7.12379,79.924442,4117,120645.47,363853.59
638976365,7.121522,79.921469,4117,120680.45,363438.51
667536068,7.124479,79.974821,4117,119308.52,368318.09
2375440996,7.123721,79.924588,4117,120646.51,363871.64
638976353,7.12169,79.920947,4117,120722.65,363377.88
4192345640,7.132982,79.888786,4117,122957.33,359541.69
638976368,7.121378,79.921346,4117,120684.33,363433.9
639127236,6.962713,80.009029,4117,120026.59,387350.1
639127239,6.963606,80.009315,4117,120049.37,387463.53
3710297373,6.961549,79.996498,4117,119100.94,385938.4
639127718,6.962404,80.009706,4117,120088.61,387435.83
639127240,6.943374,79.99077,4117,119118.04,388094.05
3517629554,6.961143,79.99593,4117,119064.28,385911.07
5064507626,6.94277,79.989732,4117,119116.63,388229.95
639127532,6.96987,80.001501,4117,119292.84,387019.1
3107607858,6.987266,80.013423,4117,119049.19,386919.89
3206169196,6.96155,79.996136,4117,119066.54,385898.45
639128147,7.209555,79.918146,4117,124306.37,354403.08
639142096,7.204598,79.880762,4117,126278.15,352726.17
639245116,7.208846,79.966728,4117,122097.56,359843.33
639247310,7.231582,79.971329,4117,121926.61,358592.27
1261568415,7.229445,79.988481,4117,121776.95,360501.55
639268374,7.294674,79.880063,4117,129592.57,341586.37
1474800248,7.272727,79.86449,4117,128912.45,340973.74
1474795689,7.297032,79.88188,4117,129635.34,341256.62
639288676,7.153481,80.060188,4117,117013.09,374995.34
3687641055,7.154235,80.05911,4117,117131.01,374848.18
4202427009,7.153661,80.061396,4117,116993.47,375130.35
639297344,7.08436,80.078864,4117,118011.45,383388.16
2823998651,7.085481,80.034072,4117,116938.96,377557.0
639298307,7.070474,80.093362,4117,118763.94,385743.97
3120324420,7.077118,80.121466,4117,118242.44,386692.46
667506531,7.057741,80.097076,4117,119257.59,386372.32
651746985,6.72705,79.900678,4117,130181.36,406919.6
5232614480,6.72715,79.900555,4117,130169.85,406902.05
1418747701,6.727569,79.900473,4117,130143.05,406853.29
652384088,6.787907,79.88545,4117,126814.63,399806.6
5294022980,6.045788,80.225187,4117,184387.25,500339.27
5316437631,7.066494,80.012612,4117,117373.46,377002.37
